port_num,date,pred,n_ret
22,2022-08-07,0.3659189574884422,0.05193451468120114
22,2022-08-14,0.359803585064741,0.007885242631671424
22,2022-08-21,0.3597143496115325,0.06367436379683881
22,2022-08-28,0.35171176909302737,0.04265015808104944
22,2022-09-04,0.3597143496115325,0.0033533566743755294
23,2022-07-24,0.3707141371149233,0.08911326944603037
23,2022-07-31,0.36001433347427925,0.03890841003058626
23,2022-08-07,0.39292041852238135,0.044075899283592866
23,2022-08-14,0.3523302235540442,0.1110468433701628
23,2022-08-21,0.37187801995567843,0.06172369859319452
23,2022-08-28,0.366742870684927,0.028898056704070696
23,2022-09-04,0.4039519632018475,0.05819021436066533
24,2022-07-24,0.3901848308401824,-0.0016962015252792728
24,2022-07-31,0.4061767842545716,0.046716609400748586
24,2022-08-07,0.3527582738624597,0.0248090258928525
24,2022-08-14,0.4017742519614507,0.08872416827311147
24,2022-08-21,0.3865162020885278,0.040720037823983736
24,2022-08-28,0.4000254107090697,0.028826183271790852
24,2022-09-04,0.37047923046544334,-0.0033088600036453677
25,2022-07-24,0.3897057626412212,0.0026337721386242205
25,2022-07-31,0.3897057626412212,0.06121869478547248
25,2022-08-07,0.3897057626412212,0.001302403692463779
25,2022-08-14,0.382474107330225,-0.0024732626242336964
25,2022-08-21,0.38339444941570955,0.08130902677424123
25,2022-08-28,0.38339444941570955,0.029124833726525263
25,2022-09-04,0.38339444941570955,0.08185070186989796
